ASV,Confidence,Kingdom,Phylum,Class,Order,Family,Genus,Species,,,,,
a18d1db4e92299748c0d1fb54a67e264,0.99555165,Eukaryota,D,,Labyrinthulomycetes,uncultured,uncultured labyrinthulid,,,,,,
452017b57e75140dd3976ec1f8ad9124,0.995553307,Eukaryota,D,,Labyrinthulomycetes,Thraustochytriaceae,Labyrinthuloides,uncultured labyrinthulid,,,,,
01ebbbd55014fb28678f6739b9142970,0.995594468,Eukaryota,D,,Labyrinthulomycetes,Thraustochytriaceae,Labyrinthuloides,uncultured labyrinthulid,,,,,
fb045c79dad465c33a4a792096769967,0.995595541,Eukaryota,D,,Labyrinthulomycetes,Sorodiplophrys,uncultured freshwater eukaryote,,,,,,
7936518500df7bb883a2fe253c763827,0.995597709,Eukaryota,D,,Labyrinthulomycetes,Thraustochytriaceae,Labyrinthuloides,uncultured labyrinthulid,,,,,
50d48f3fe0e47947cdee9e9477a6289e,0.995740873,Eukaryota,D,,Labyrinthulomycetes,Thraustochytriaceae,Oblongichytrium sp. SEK 710,,,,,,
11e3852b1f4e3612fb1224e5573b89c2,0.995756606,Eukaryota,D,,Labyrinthulomycetes,Thraustochytriaceae,Thraustochytrium,Thraustochytrium kinnei,,,,,
3d1fe52fa4e93c673fbf9a19426bed88,0.995854474,Eukaryota,D,,Labyrinthulomycetes,Sorodiplophrys,uncultured freshwater eukaryote,,,,,,
41a991ddea34da414ba2049c4015a3b8,0.995858779,Eukaryota,D,,Labyrinthulomycetes,Thraustochytriaceae,uncultured,unidentified,,,,,
1b98bef09b3113201b6a45b4cb518be1,0.995868014,Eukaryota,D,,Labyrinthulomycetes,Thraustochytriaceae,Thraustochytrium,Thraustochytrium kinnei,,,,,
12fe8f5ffc9df0b6d6f40437c1f034b6,0.995934467,Eukaryota,D,,Labyrinthulomycetes,uncultured,,,,,,,
33babe805c2abb433441efd8f68670e8,0.995982147,Eukaryota,D,,Labyrinthulomycetes,uncultured,uncultured labyrinthulid,,,,,,
d899d1864ccc517f4642c5e836f467ff,0.996040767,Eukaryota,D,,Labyrinthulomycetes,uncultured,,,,,,,
370038792ceac2b85e92eac5e5efc25a,0.99609411,Eukaryota,D,,Labyrinthulomycetes,Thraustochytriaceae,uncultured,uncultured eukaryote,,,,,
c7b9baad4a437bfc6bed968ceb13a24a,0.996129724,Eukaryota,D,,Labyrinthulomycetes,,,,,,,,
0edea4f6a14e757b1980feeb4da986a3,0.996231727,Eukaryota,D,,Labyrinthulomycetes,Thraustochytriaceae,Thraustochytrium,Thraustochytrium kinnei,,,,,
9c914b2a076472e56caace12ab27f145,0.99629402,Eukaryota,D,,Labyrinthulomycetes,,,,,,,,
502d54f30318f9c23a976b4aa55cca7f,0.996294506,Eukaryota,D,,Labyrinthulomycetes,Incertae Sedis,Stellarchytrium,Stellarchytrium dubum,,,,,
25b38025eee8697770cf2295e70489ed,0.996313659,Eukaryota,D,,Labyrinthulomycetes,uncultured,uncultured labyrinthulid,,,,,,
5fac0cb5c127c38fbe783482c49606ad,0.99636651,Eukaryota,D,,Labyrinthulomycetes,Thraustochytriaceae,Thraustochytrium,Thraustochytrium kinnei,,,,,
874098a320b4697332e1737ff3361e1f,0.996401452,Eukaryota,D,,Labyrinthulomycetes,Thraustochytriaceae,Thraustochytrium,Thraustochytrium kinnei,,,,,
8d751012314a0cf5628b0df7a6290833,0.996422486,Eukaryota,D,,Labyrinthulomycetes,Sorodiplophrys,uncultured freshwater eukaryote,,,,,,
2c53fa139fc898d007b6f1b3a67f8689,0.996493003,Eukaryota,D,,Labyrinthulomycetes,Thraustochytriaceae,Thraustochytrium,Thraustochytrium sp. LLF1b,,,,,
89d466e8d0a0655fa8e674587aaa0b19,0.996515961,Eukaryota,D,,Labyrinthulomycetes,Labyrinthulaceae,Labyrinthula,,,,,,
da45faff0781a10e331608891ec84025,0.996532794,Eukaryota,D,,Labyrinthulomycetes,Thraustochytriaceae,Thraustochytrium,Thraustochytrium kinnei,,,,,
4ac4e3a3713e6353b8554ba66f8b7808,0.996729095,Eukaryota,D,,Labyrinthulomycetes,Thraustochytriaceae,Thraustochytrium,Thraustochytriidae sp. KB 39,,,,,
98b8e25d37275488c94c463dac41c582,0.996731052,Eukaryota,D,,Labyrinthulomycetes,Thraustochytriaceae,,,,,,,
50e9a8fac2ccd5488885b6038d9881fe,0.996746002,Eukaryota,D,,Labyrinthulomycetes,uncultured,,,,,,,
1b561672fcb81450e486ef34d34a52cf,0.9967507,Eukaryota,D,,Labyrinthulomycetes,uncultured,uncultured eukaryote,,,,,,
291d78f0ce04076845f33661a67f406f,0.996828779,Eukaryota,D,,Labyrinthulomycetes,uncultured,uncultured eukaryote,,,,,,
4ac928f2883cc595871dd7cd49ba79bb,0.996863547,Eukaryota,D,,Labyrinthulomycetes,uncultured,uncultured labyrinthulid,,,,,,
df683d6c9945732bf942226afb1f3870,0.996895917,Eukaryota,D,,Labyrinthulomycetes,Thraustochytriaceae,Sicyoidochytrium,Thraustochytriidae sp. MBIC11063,,,,,
28060acd7b4adbb877db5f0188611b5e,0.996982647,Eukaryota,D,,Labyrinthulomycetes,uncultured,,,,,,,
9127d132e0713b66c14b1b98ed5ee3bc,0.997012948,Eukaryota,D,,Labyrinthulomycetes,Thraustochytriaceae,Labyrinthuloides,uncultured labyrinthulid,,,,,
85c64003470622bc13aa0c44916b5250,0.997035436,Eukaryota,D,,Labyrinthulomycetes,uncultured,uncultured eukaryote,,,,,,
b1b865bdd24a61f6fcdbdef458b43072,0.997041579,Eukaryota,D,,Labyrinthulomycetes,Thraustochytriaceae,uncultured,Thraustochytriidae sp. BS1,,,,,
eb851a8de1f2547e5d6580a1599d6200,0.997043326,Eukaryota,D,,Labyrinthulomycetes,Thraustochytriaceae,Thraustochytrium,Thraustochytriidae sp. KB 39,,,,,
fa457ec1088a4014e586175911389f4a,0.99705257,Eukaryota,D,,Labyrinthulomycetes,Thraustochytriaceae,Labyrinthuloides,uncultured labyrinthulid,,,,,
7a1aea3cc2090f73dc7e036ced422149,0.997215799,Eukaryota,D,,Labyrinthulomycetes,Thraustochytriaceae,Aplanochytrium,uncultured eukaryote,,,,,
b17198c52baebde2ec7d17b549b0cae7,0.997271421,Eukaryota,D,,Labyrinthulomycetes,uncultured,,,,,,,
150e6ad34a712ac0a14db015a11a5886,0.997347256,Eukaryota,D,,Labyrinthulomycetes,Thraustochytriaceae,,,,,,,
75d78a573c3e889911d9ccf2d573ef62,0.997391816,Eukaryota,D,,Labyrinthulomycetes,uncultured,,,,,,,
d406d7d95a1862271634015a534e06d5,0.997396608,Eukaryota,D,,Labyrinthulomycetes,uncultured,,,,,,,
a8421c89e0e1343f9d5bddb1908b78bd,0.997405094,Eukaryota,D,,Labyrinthulomycetes,Thraustochytriaceae,uncultured,Thraustochytriidae sp. BS1,,,,,
8054771c3d2a4e16e6f30b54f90936ca,0.997463553,Eukaryota,D,,Labyrinthulomycetes,Labyrinthulaceae,Labyrinthula,uncultured labyrinthulid,,,,,
7e5bdb077900758e91567ad4acaea711,0.997539496,Eukaryota,D,,Labyrinthulomycetes,uncultured,,,,,,,
a7f1f0447b833348a556f988a1782c3e,0.99760059,Eukaryota,D,,Labyrinthulomycetes,uncultured,uncultured marine labyrinthulid DH147-EKD10,,,,,,
7c3d6f10f301842576c306494b6252ea,0.99765315,Eukaryota,D,,Labyrinthulomycetes,Thraustochytriaceae,,,,,,,
ea5356382fc3b6d45317cc00126c4b42,0.997700959,Eukaryota,D,,Labyrinthulomycetes,uncultured,Oblongichytrium sp. HK9,,,,,,
ad4b2ca3496c35f17e567ba823b1f5c2,0.997710222,Eukaryota,D,,Labyrinthulomycetes,uncultured,,,,,,,
33ff3d30ae573240bd2162f84f81740b,0.997721925,Eukaryota,D,,Labyrinthulomycetes,Thraustochytriaceae,,,,,,,
67bf702212b2c927c24a13c157150cf0,0.997728239,Eukaryota,D,,Labyrinthulomycetes,uncultured,uncultured labyrinthulid,,,,,,
4ce95467388c7a03b0460dcfaafc1190,0.997728548,Eukaryota,D,,Labyrinthulomycetes,Thraustochytriaceae,Thraustochytrium,Thraustochytrium sp. LLF1b,,,,,
b85fb62fa7bfb6cdcd2aef728d761d21,0.997801696,Eukaryota,D,,Labyrinthulomycetes,Thraustochytriaceae,uncultured,uncultured labyrinthulid,,,,,
b8a56739de4d20f5caf7892351e09a81,0.99782664,Eukaryota,D,,Labyrinthulomycetes,Thraustochytriaceae,,,,,,,
465a65a0d4ac7b69a59bb47f81b8386c,0.997864331,Eukaryota,D,,Labyrinthulomycetes,uncultured,uncultured eukaryote,,,,,,
b5e6fcea8e46d1c72af45be73d5ae3cd,0.997929831,Eukaryota,D,,Labyrinthulomycetes,uncultured,,,,,,,
a3b79a822c81bf278e6635beedfa2893,0.997986582,Eukaryota,D,,Labyrinthulomycetes,Sorodiplophrys,uncultured freshwater eukaryote,,,,,,
8651fc08734b348ba86eff1dc8c80a4b,0.998130079,Eukaryota,D,,Labyrinthulomycetes,Thraustochytriaceae,Aplanochytrium,uncultured eukaryote,,,,,
e4ba265a776689dc7c9aaadacbfc02f5,0.998220461,Eukaryota,D,,Labyrinthulomycetes,Labyrinthulaceae,Labyrinthula,,,,,,
86f4d0a8f27a74e4588f38b0de471d3c,0.998400835,Eukaryota,D,,Labyrinthulomycetes,uncultured,,,,,,,
90e2c389ee8a3dbccb2682017bb4b52d,0.998472345,Eukaryota,D,,Labyrinthulomycetes,uncultured,uncultured labyrinthulid,,,,,,
d040bb33b076fb18f75b9a66c66a1c3e,0.998503437,Eukaryota,D,,Labyrinthulomycetes,uncultured,,,,,,,
8fca437ea775f51db40398dfd5a3da51,0.998676493,Eukaryota,D,,Labyrinthulomycetes,uncultured,,,,,,,
5f67939f0a544a45e6f70e9d241b594e,0.998695837,Eukaryota,D,,Labyrinthulomycetes,Thraustochytriaceae,Labyrinthuloides,,,,,,
8c4e233b13ce7ace611f67804ea133e7,0.998772898,Eukaryota,D,,Labyrinthulomycetes,,,,,,,,
140bead34e382dc1bfacaea3f72cf92f,0.998798178,Eukaryota,D,,Labyrinthulomycetes,Thraustochytriaceae,Aplanochytrium,uncultured eukaryote,,,,,
9cbe7566d8429142b9680f171c520eeb,0.998810317,Eukaryota,D,,Labyrinthulomycetes,Thraustochytriaceae,Aplanochytrium,uncultured eukaryote,,,,,
eea288579fb18ad94d006b3c14ae007f,0.998817264,Eukaryota,D,,Labyrinthulomycetes,Incertae Sedis,Stellarchytrium,Stellarchytrium dubum,,,,,
15c615a882bd3501557556417a329259,0.998860957,Eukaryota,D,,Labyrinthulomycetes,,,,,,,,
1ce46be804112729789c2a94cf02b3eb,0.99888372,Eukaryota,D,,Labyrinthulomycetes,Thraustochytriaceae,Thraustochytrium,Thraustochytrium sp. LLF1b,,,,,
298346f174376a0b2ef5666b8804ca17,0.99890937,Eukaryota,D,,Labyrinthulomycetes,Thraustochytriaceae,Aplanochytrium,uncultured eukaryote,,,,,
ed0f362bdaabb043aa01e81da587f5c5,0.99891057,Eukaryota,D,,Labyrinthulomycetes,uncultured,uncultured labyrinthulid,,,,,,
c8f6547a4332db0d7895a7db896036d6,0.998911249,Eukaryota,D,,Labyrinthulomycetes,,,,,,,,
848a606d61b9d9cf4eadda37fb267a37,0.998911654,Eukaryota,D,,Labyrinthulomycetes,,,,,,,,
5f3e9f76ce30b9e427d453b6b79d272f,0.998954689,Eukaryota,D,,Labyrinthulomycetes,Thraustochytriaceae,uncultured,uncultured labyrinthulid,,,,,
53c89c50ae41d5af766da194a1d8da5c,0.998999223,Eukaryota,D,,Labyrinthulomycetes,Thraustochytriaceae,uncultured,unidentified,,,,,
0da287fa5f24dfe76d43130aaca7a968,0.999016346,Eukaryota,D,,Labyrinthulomycetes,uncultured,,,,,,,
d33f406a58e391005eec39347be48ea3,0.999021656,Eukaryota,D,,Labyrinthulomycetes,Thraustochytriaceae,uncultured,uncultured labyrinthulid,,,,,
5e5395fb0c3f03aba0055d42f50f59bb,0.999139711,Eukaryota,D,,Labyrinthulomycetes,Thraustochytriaceae,Oblongichytrium sp. SEK 710,,,,,,
b027e96bc981deee7c52fddae6da828d,0.999178613,Eukaryota,D,,Labyrinthulomycetes,Labyrinthulaceae,Labyrinthula,uncultured eukaryote,,,,,
61619e2a41f71e9757aaa03aa90c7cb2,0.999181067,Eukaryota,D,,Labyrinthulomycetes,Thraustochytriaceae,Aplanochytrium,,,,,,
cb126a6bda1afd11f1b2712c13c5c5b8,0.999193762,Eukaryota,D,,Labyrinthulomycetes,Thraustochytriaceae,uncultured,uncultured labyrinthulid,,,,,
7711d77f49aae9237529fcff79a8ba21,0.999201362,Eukaryota,D,,Labyrinthulomycetes,Thraustochytriaceae,uncultured,uncultured labyrinthulid,,,,,
bd447c0a3bd6f73b98f06b50be7ed048,0.999212721,Eukaryota,D,,Labyrinthulomycetes,Thraustochytriaceae,uncultured,unidentified,,,,,
8bbe12d876b5dc2c30cbe442a12e2134,0.999217595,Eukaryota,D,,Labyrinthulomycetes,Thraustochytriaceae,uncultured,Thraustochytriidae sp. BS1,,,,,
24a1e00d93a79739862a1f509f931346,0.999220071,Eukaryota,D,,Labyrinthulomycetes,,,,,,,,
0733d0890e79ae5ac05924d2e29c0f3c,0.999229684,Eukaryota,D,,Labyrinthulomycetes,Thraustochytriaceae,Aplanochytrium,,,,,,
9dd6e680e5034d34ff24d1ea2bc9b027,0.99924299,Eukaryota,D,,Labyrinthulomycetes,,,,,,,,
cd66734f3c52dc3fdbf2039201426224,0.999243073,Eukaryota,D,,Labyrinthulomycetes,Thraustochytriaceae,uncultured,,,,,,
4c824014d37fe5c6277b2aabecf6fde7,0.999285457,Eukaryota,D,,Labyrinthulomycetes,uncultured,uncultured marine labyrinthulid DH147-EKD10,,,,,,
d6543bf075c5e1139ce3d6a9e0a6d491,0.999287596,Eukaryota,D,,Labyrinthulomycetes,Thraustochytriaceae,Aplanochytrium,,,,,,
01f81ef240a10be813dbd481da41f160,0.999293984,Eukaryota,D,,Labyrinthulomycetes,Thraustochytriaceae,Aplanochytrium,,,,,,
b1a70387dd545e5266626db3aeb2f19a,0.999295045,Eukaryota,D,,Labyrinthulomycetes,Thraustochytriaceae,uncultured,Thraustochytriidae sp. BS1,,,,,
796b90590713918b17356630b2a42091,0.999360555,Eukaryota,D,,Labyrinthulomycetes,Thraustochytriaceae,uncultured,uncultured labyrinthulid,,,,,
60a0a39879d0d5782049497410517482,0.999420641,Eukaryota,D,,Labyrinthulomycetes,Labyrinthulaceae,Labyrinthula,,,,,,
89df83ac86379ba35f2383ada0807d52,0.999436329,Eukaryota,D,,Labyrinthulomycetes,,,,,,,,
e0a7008f538e9fc1953c272a838b0ab3,0.999451144,Eukaryota,D,,Labyrinthulomycetes,Thraustochytriaceae,,,,,,,
b2d3aa7fc4040182a9a48efd3143e083,0.999467028,Eukaryota,D,,Labyrinthulomycetes,Thraustochytriaceae,uncultured,,,,,,
7046c061b765b0b189bcf8a72a88d079,0.999475496,Eukaryota,D,,Labyrinthulomycetes,Sorodiplophrys,uncultured freshwater eukaryote,,,,,,
d0318ca5b09a26e07d9c59d78a8e551c,0.999519476,Eukaryota,D,,Labyrinthulomycetes,Thraustochytriaceae,Labyrinthuloides,uncultured labyrinthulid,,,,,
b01706ef6ee7f08729207ca457678818,0.999533483,Eukaryota,D,,Labyrinthulomycetes,Thraustochytriaceae,Labyrinthuloides,uncultured labyrinthulid,,,,,
b33618ef97a0b50fb89fa2e0ac0510d7,0.999533707,Eukaryota,D,,Labyrinthulomycetes,Thraustochytriaceae,uncultured,Thraustochytriidae sp. BS1,,,,,
cc7cf1addb92b3632a15fdfcea789045,0.999537895,Eukaryota,D,,Labyrinthulomycetes,Thraustochytriaceae,uncultured,Thraustochytriidae sp. BS1,,,,,
17135a2cbe598ee3a8be3303c50a1346,0.999538986,Eukaryota,D,,Labyrinthulomycetes,Thraustochytriaceae,uncultured,Thraustochytriidae sp. BS1,,,,,
ae90bfa6bad0c637abcec82eaf1e977b,0.999564963,Eukaryota,D,,Labyrinthulomycetes,,,,,,,,
ace71a94d8bf104f12a77d8e6914fcb3,0.99958188,Eukaryota,D,,Labyrinthulomycetes,Thraustochytriaceae,,,,,,,
ec282ee59886c0b1dc0511b1199b0253,0.999620019,Eukaryota,D,,Labyrinthulomycetes,uncultured,uncultured stramenopile,,,,,,
f1f13e70a7aa9336de0fcbcdf2924e5b,0.999636472,Eukaryota,D,,Labyrinthulomycetes,Thraustochytriaceae,uncultured,unidentified,,,,,
c39a0599e4bcab893983c23c2fbf475a,0.999643328,Eukaryota,D,,Labyrinthulomycetes,,,,,,,,
48ce6ffeddb796b14c037c431a2a45b5,0.999667566,Eukaryota,D,,Labyrinthulomycetes,,,,,,,,
2a8fa8f920586ac87f5efa834837e186,0.999679685,Eukaryota,D,,Labyrinthulomycetes,,,,,,,,
fd51213bb93f6a114ef5c9743f694a59,0.999681048,Eukaryota,D,,Labyrinthulomycetes,Thraustochytriaceae,Labyrinthuloides,uncultured labyrinthulid,,,,,
20c7405b53f4723e01988da9dd0d80db,0.999702172,Eukaryota,D,,Labyrinthulomycetes,Sorodiplophrys,uncultured freshwater eukaryote,,,,,,
b56bcb12891353e61eece2987cb3c1a9,0.999718418,Eukaryota,D,,Labyrinthulomycetes,Thraustochytriaceae,,,,,,,
145802b05f8e74d8e3ff85996c9b7850,0.999719113,Eukaryota,D,,Labyrinthulomycetes,Thraustochytriaceae,uncultured,uncultured labyrinthulid,,,,,
c087b5dceb3d19db0099f8ef3b4a60cf,0.99972085,Eukaryota,D,,Labyrinthulomycetes,uncultured,uncultured eukaryote,,,,,,
3c50b0bc796a77e088d2d96c8245ac2e,0.999736434,Eukaryota,D,,Labyrinthulomycetes,Thraustochytriaceae,uncultured,uncultured labyrinthulid,,,,,
35399a95af1324c1a8e8d7781bc0e32e,0.999736643,Eukaryota,D,,Labyrinthulomycetes,uncultured,,,,,,,
bd89e0e6009215e0e97e6bcaaf5b0774,0.999737129,Eukaryota,D,,Labyrinthulomycetes,,,,,,,,
8146942d3959a3c73655780dd7c6feca,0.999743917,Eukaryota,D,,Labyrinthulomycetes,Labyrinthulaceae,Labyrinthula,,,,,,
1a30b8ff48fa529bb0d3fee65439de40,0.999760518,Eukaryota,D,,Labyrinthulomycetes,uncultured,uncultured stramenopile,,,,,,
be14d803ec3e31dbb476ca22dd3edb93,0.999760657,Eukaryota,D,,Labyrinthulomycetes,Thraustochytriaceae,Labyrinthuloides,,,,,,
635d689d98d2e9b558f5ef3ca1743f51,0.99976256,Eukaryota,D,,Labyrinthulomycetes,Thraustochytriaceae,uncultured,unidentified,,,,,
b47d034dd2a5ab7dce94b00132d586ce,0.999770257,Eukaryota,D,,Labyrinthulomycetes,,,,,,,,
9219b79ccebb89ab4a2956ac8b91f2ec,0.999775741,Eukaryota,D,,Labyrinthulomycetes,Thraustochytriaceae,Thraustochytrium,,,,,,
4ee0e24aac5a12fa71e4bae5d5cfb8c7,0.999779114,Eukaryota,D,,Labyrinthulomycetes,,,,,,,,
0c86015505d717e0bc0f12a25a3eb20d,0.999790885,Eukaryota,D,,Labyrinthulomycetes,Sorodiplophrys,uncultured freshwater eukaryote,,,,,,
6faae8c415f7fcd5c6e5c0eaa3fd7529,0.999791692,Eukaryota,D,,Labyrinthulomycetes,Sorodiplophrys,uncultured freshwater eukaryote,,,,,,
deda23a0dc7d28ae59a7b7cd63c405ef,0.999794395,Eukaryota,D,,Labyrinthulomycetes,uncultured,uncultured stramenopile,,,,,,
c969536893d65757ce367132581f7925,0.999810495,Eukaryota,D,,Labyrinthulomycetes,Labyrinthulaceae,Labyrinthula,uncultured eukaryote,,,,,
294e1946acfe9e433b837961a17ab0d4,0.999812506,Eukaryota,D,,Labyrinthulomycetes,Thraustochytriaceae,Labyrinthuloides,,,,,,
4514234d2efcf761ef62592938f86835,0.999815123,Eukaryota,D,,Labyrinthulomycetes,Thraustochytriaceae,uncultured,Thraustochytriidae sp. KB8,,,,,
d894c999c7eddc9716bc91e31fb75f97,0.999831497,Eukaryota,D,,Labyrinthulomycetes,Thraustochytriaceae,uncultured,uncultured labyrinthulid,,,,,
d25a772dd5e446224a2b8f2f7944a792,0.999833029,Eukaryota,D,,Labyrinthulomycetes,uncultured,uncultured eukaryote,,,,,,
63bffbff87340a5aa051ee3e35075e03,0.999833816,Eukaryota,D,,Labyrinthulomycetes,Thraustochytriaceae,uncultured,unidentified,,,,,
f0f780422cb8235fb9445fae227fb3e6,0.999840992,Eukaryota,D,,Labyrinthulomycetes,Thraustochytriaceae,uncultured,unidentified,,,,,
bed4ca0b9c1c271e0137d8427af3f1c5,0.999845369,Eukaryota,D,,Labyrinthulomycetes,uncultured,Thraustochytriidae sp. PW19,,,,,,
4fce9035faef5ea35fa14c09a3a13b79,0.999846906,Eukaryota,D,,Labyrinthulomycetes,,,,,,,,
3e890eda8605ddbf35f40abbfc357664,0.99985198,Eukaryota,D,,Labyrinthulomycetes,Thraustochytriaceae,uncultured,unidentified,,,,,
ec28d7bb8a43169c76a692690f2a1cb2,0.999856995,Eukaryota,D,,Labyrinthulomycetes,Thraustochytriaceae,uncultured,uncultured labyrinthulid,,,,,
7dd65af1a31fdf0179364fde560e5406,0.999861831,Eukaryota,D,,Labyrinthulomycetes,,,,,,,,
8870cffa0bfc05971a2262fe77b3f545,0.999875293,Eukaryota,D,,Labyrinthulomycetes,uncultured,uncultured labyrinthulid,,,,,,
39be5436db7be1c78cb5d43007f57e55,0.999875359,Eukaryota,D,,Labyrinthulomycetes,Labyrinthulaceae,Labyrinthula,uncultured eukaryote,,,,,
677ad355352154b158cde1d5e2562e21,0.999885697,Eukaryota,D,,Labyrinthulomycetes,Thraustochytriaceae,Thraustochytrium,,,,,,
3e5823cea6473af866b65b371d9dbb96,0.999887801,Eukaryota,D,,Labyrinthulomycetes,,,,,,,,
739f7b0fa3d149aedace898590f57d75,0.999887983,Eukaryota,D,,Labyrinthulomycetes,,,,,,,,
8ba6e380ad52e1e00ebc6fd0e28e041b,0.999897129,Eukaryota,D,,Labyrinthulomycetes,uncultured,,,,,,,
2351daf40beb081648f424919dce0517,0.999898229,Eukaryota,D,,Labyrinthulomycetes,,,,,,,,
37d14b0b23b88288ce0badf19246f814,0.999898336,Eukaryota,D,,Labyrinthulomycetes,,,,,,,,
ce4becf631b47d4d1d39e3049c33cc5d,0.999899708,Eukaryota,D,,Labyrinthulomycetes,,,,,,,,
e9f3f4d1b96a4dfb5201b95d1e7476d8,0.999902463,Eukaryota,D,,Labyrinthulomycetes,,,,,,,,
d8aaeb78b4e13b0bbfb87396b11f3641,0.999904056,Eukaryota,D,,Labyrinthulomycetes,,,,,,,,
52e1d49b47f5416c0bd6ecfedd769edc,0.999905737,Eukaryota,D,,Labyrinthulomycetes,,,,,,,,
e46bd69d016a5414b1d0a0d34abc3cde,0.999905976,Eukaryota,D,,Labyrinthulomycetes,,,,,,,,
63186ca096a1873dd4b364c6d643312d,0.999906386,Eukaryota,D,,Labyrinthulomycetes,,,,,,,,
c24f15a1811045f34c045f9568586eb0,0.999910177,Eukaryota,D,,Labyrinthulomycetes,,,,,,,,
c4f25f4c15e4e73648506dda75a9b092,0.999919945,Eukaryota,D,,Labyrinthulomycetes,,,,,,,,
abc68f650d41f708e294dfc788c8bb7b,0.999924845,Eukaryota,D,,Labyrinthulomycetes,,,,,,,,
aa75cc2e3a8ba5a42274435ee2c9348a,0.999927479,Eukaryota,D,,Labyrinthulomycetes,,,,,,,,
9dcfa35512a70bd9f03be2f67a2033cb,0.999927807,Eukaryota,D,,Labyrinthulomycetes,,,,,,,,
dfea35d403209b2f77e227f6f06a54ef,0.999940453,Eukaryota,D,,Labyrinthulomycetes,uncultured,,,,,,,
fcf05e282e24e99c4f6d7a60fd5544d0,0.999940723,Eukaryota,D,,Labyrinthulomycetes,Thraustochytriaceae,uncultured,Thraustochytriidae sp. BS1,,,,,
a08249fb8222db165e88193eef2217ff,0.999943005,Eukaryota,D,,Labyrinthulomycetes,Thraustochytriaceae,Thraustochytrium,uncultured labyrinthulid,,,,,
e3d527a716794e014ef1797fc33a3e7d,0.999946902,Eukaryota,D,,Labyrinthulomycetes,Thraustochytriaceae,Thraustochytrium,uncultured labyrinthulid,,,,,
28c5ece26a83d2ae5428692c5f0be4a9,0.999949777,Eukaryota,D,,Labyrinthulomycetes,Thraustochytriaceae,uncultured,uncultured labyrinthulid,,,,,
d6931f8e7945bb93b8bdc29cee59dfd3,0.999952726,Eukaryota,D,,Labyrinthulomycetes,,,,,,,,
7b706d289ad71979474d5af1ea41eabf,0.999955991,Eukaryota,D,,Labyrinthulomycetes,uncultured,,,,,,,
7faf31f6dcb98e3cb02d28b06a346fe5,0.999957832,Eukaryota,D,,Labyrinthulomycetes,Thraustochytriaceae,Thraustochytrium,uncultured labyrinthulid,,,,,
319e4413e98161c6d68f27a40dfa4028,0.999959037,Eukaryota,D,,Labyrinthulomycetes,Thraustochytriaceae,Thraustochytrium,uncultured labyrinthulid,,,,,
f01b551b626bba1638e7c7df980948b6,0.999964237,Eukaryota,D,,Labyrinthulomycetes,,,,,,,,
48b6af4e9c4e6c78dea43922f381c8be,0.999967042,Eukaryota,D,,Labyrinthulomycetes,Labyrinthulaceae,Labyrinthula,,,,,,
da5fe6142c9b46b8eb3b0ab0cf35c123,0.999970422,Eukaryota,D,,Labyrinthulomycetes,uncultured,uncultured eukaryote,,,,,,
3d5ff0ba08a67203adbad3f806a02fd6,0.999974734,Eukaryota,D,,Labyrinthulomycetes,Thraustochytriaceae,Thraustochytrium,uncultured labyrinthulid,,,,,
61989709ba349e91a6642ac7da00c7b0,0.999976621,Eukaryota,D,,Labyrinthulomycetes,,,,,,,,
6f470bd777cf68fd3732e12c5ffd342c,0.999977448,Eukaryota,D,,Labyrinthulomycetes,uncultured,uncultured eukaryote,,,,,,
633b45f4f6cc1fcd76861db69cd96861,0.999977703,Eukaryota,D,,Labyrinthulomycetes,Labyrinthulaceae,Labyrinthula,uncultured eukaryote,,,,,
2b119544d659040d0be9c0c5e8816a9f,0.999978194,Eukaryota,D,,Labyrinthulomycetes,Thraustochytriaceae,Labyrinthuloides,,,,,,
f4babe1155519907b6e998074da13dd9,0.999980076,Eukaryota,D,,Labyrinthulomycetes,,,,,,,,
36b74e958cb015c988bfb8d18a9e0ae4,0.999980688,Eukaryota,D,,Labyrinthulomycetes,Thraustochytriaceae,Labyrinthuloides,,,,,,
67fd0790f79732108a1bf43036941365,0.999981806,Eukaryota,D,,Labyrinthulomycetes,,,,,,,,
0dc2da01f86ff6a8b7d9e310ecff4dc0,0.999982599,Eukaryota,D,,Labyrinthulomycetes,Thraustochytriaceae,Thraustochytrium,uncultured labyrinthulid,,,,,
61a1177914e5b4299360bea0290eee28,0.99998381,Eukaryota,D,,Labyrinthulomycetes,Thraustochytriaceae,Thraustochytrium,uncultured labyrinthulid,,,,,
cd5c03b5ec1f13fde2e4ff41674e99fc,0.999984461,Eukaryota,D,,Labyrinthulomycetes,Thraustochytriaceae,Thraustochytrium,uncultured labyrinthulid,,,,,
680b095ef3929e1f68937106b570147d,0.999984778,Eukaryota,D,,Labyrinthulomycetes,,,,,,,,
dcf2702f5615b8942a2cf58e5c7206e7,0.999985237,Eukaryota,D,,Labyrinthulomycetes,Labyrinthulaceae,Labyrinthula,,,,,,
76bf9dd5eff49d164a6bfda94d085fcb,0.999985403,Eukaryota,D,,Labyrinthulomycetes,Thraustochytriaceae,Aplanochytrium,,,,,,
9ee766d0b2ac450b3490970bf7f9b6aa,0.99998614,Eukaryota,D,,Labyrinthulomycetes,Labyrinthulaceae,Labyrinthula,,,,,,
